Text,Topic
"Gazmend Bardhi thërret të hënën në mbledhje grupin e Rithemelimit",pol
"Pakti i emigracionit, deputeti i njohur shpërthen kundra marrëveshjes Rama-Meloni",pol
"Çështja Beleri/ Greqia ‘shuplakë’ Shqipërisë, media greke zbardh detajet nga vendimi",pol
"“Vrasësit e prokurorëve i keni në ekran”/ Çupi kërkon arrestimin e gazetarit Arian Çani",pol
"Kaosi në Kuvend, tre deputetë të opozitës përjashtohen 10 ditë",pol
"Reforma Zgjedhore ‘mollë sherri’ mes deputetëve të Berishës dhe të Bashës!",pol
"Marrëveshja për emigrantët, Balluku: Proces i gjatë, duhet të kalojë në Parlament",pol
"A është thirrur Kryemadhi në SPAK? Ja si përgjigjet Meta",pol
"“Legen, servil…”/ Tensione mes deputetëve të PD, garda ndërhyn për t’i ndarë",pol
"Tymueset në Kuvend/ PS kërkon përjashtimin e  Korreshit, Hotit dhe  Metalisë",pol
"Eksperti i migracionit, Koopmans: Marrëveshja Meloni-Rama do të ishte diçka historike",pol
"“O langaraq, o servil, o legen, unë të…”/ Plas sherri mes demokratëve, ndërhyn Garda",pol
"Demokratët mësyjnë në komisionin për Çështjet Evropiane, s’lejojnë zhvillimin e mbledhjes",pol
"“Njerëzit duan teatër të ri”/ Çani për opozitën: Me tymuese nuk arrijnë asgjëkundi",pol
"Çani ka një propozim për Berishën: Sali Berisha duhet të bëhet si Albin Kurti",pol
"Kaosi në Parlament/  Çani thirrje Berishës: Po bëni shumë pak",pol
"SPAK “gozhdon” Metën/ Gazetari: Po hetohet fort dhe për çështje të tjera",pol
"Rama, udhëton sot drejt  Francës me ftesë të presidentit Emmanuel Macron",pol
"Marrëveshja për emigrantët me Italinë/ Soreca: Do ratifikohet në parlament",pol
"Progres raporti i KE, Soreca: Brenda këtij viti të hapen negociatat e anëtarësimit në BE",pol
"Raporti i KE/ Drejtësia “kalon klasën me mik”, politika ngel",pol
"“Emigrantët”/ Meloni pritet të udhëtojë drejt Tiranës",pol
"“Berisha është më frikacak se Meta”/ Çupi: SPAK e ka më të lehtë me ish-presidentin",pol
"“Meta mund të shkojë sërish në SPAK”/ Avokati zbulon prapaskenat e forta",pol
"Bardhi: Shqipëria nuk plotëson asnjë standard  për progres-raportin në KE",pol
"Aktori shpërthen ndaj qeverisë shqiptare: Skandaloze, pabesi e turpshme",pol
"Dy orë dëshmi/ Ilir Kulla del nga SPAK: Nuk mund të bëj publike asgjë",pol
"Ish-deputeti i njohur zbulon tre momentet fatale që mund të shënojnë fundin e Berishës",pol
"Përleshjet mes deputetëve të Berishës dhe Gardës, mazhoranca bën lëvizjen e papritur",pol
"Agron Shehaj njofton largimin nga PD, zbulon bisedën me Berishën",pol
"Vangjeli: Grupi parlamentar i PD-së, po sillet si gardë personale e Berishës",pol
"Kacavjerrja nëpër kangjallat e dritaret e Kuvendit/ Salianji: Akt simbolik, kemi vullnet!",pol
"“O Mul, po mos kap nga të pasmet o burrë”/ Deputetët demokratë bëhen gazi i botës (FOTO)",pol
"Kreshnik Spahiu: Shkrimi i ‘BBC’ kundër Bashës histori banale",pol
"Dash Sula shpërthen ndaj Gardës/ “Turp të keni, i lëpiheni pushtetit për një rrogë!”",pol
"Tensione te Kryesia e Kuvendit/Garda pengon deputetët e përjashtuar të PD të futen brenda",pol
"Berisha nuk shkon në SPAK/ “Asnjë bandit s’më imponon të shkel Kushtetutën”",pol
"“Nuk jam sekretar i Saliut”/ Nallbati flet pas marrjes në pyetje nga SPAK",pol
"A do të rikthehet në politikë? Ish-presidenti bën deklaratën e bujshme",pol
"“Berisha duhet të bëjë parti të re”/ Fuga: Në Shqipëri deputetët bëjnë kompromis",pol
"Situata në Kuvend do përkeqësohet, deputeti i njohur zbulon lëvizjen e rradhës të PD",pol
"Përjashtohen për 10 ditë nga parlamenti/ Masa disiplinore për Salianjin, Spaho dhe Doda",pol
"Një ditë pas përplasjes në Kuvend, Meta shkon në zyrën e Berishës",pol
"SHBA shpreh mbështetjen për SPAK/ Reforma në drejtësi në Shqipëri po jep rezultate",pol
"Deputetët e opozitës krijuan tensione dje në Kuvend, PS bën lëvizjen e menjëhershme",pol
"Vizita e Dumanit në SHBA, ambasada amerikane del me njoftimin e rëndësishëm",pol
"Përleshjet në Kuvend/Çani ironizon ‘grupin Berishist’: Opozita nuk mbledh dot popullin",pol
"Analisti plas ‘bombëm’: Meta do tradhtojë Berishën për PS",pol
"A do t’i bashkoheni Berishës në grevën e urisë? Ja si përgjigjet nënkryetari i PL-së",pol
"Kulluri: Deputetët e PD-së s’janë votuar për të bërë avokatin e Berishës!",pol
"Vijon plani/ Pas tensioneve në Kuvendit, Berisha dhe Bardhi bëjnë lëvizjen urgjente",pol
"“Të vendosur të sakrifikojmë veten”/ Berisha: Shpallëm një grevë të përkohshme",pol
"Revoltë në parlament, opozita hedh tymuese: Nuk ka më paqe!",pol
"“Mund të sjellë edhe 300 forca të Gardës”/ Bardhi tregon skenarin për seancën e së enjtes",pol
"Dosja ‘Partizani’/ Ngjela: Ja çfarë do ndodhë me Berishën nëse nuk paraqitet në prokurori",pol
"FOTO/ Tensione në korridoret e Kuvendit, opozita s’lejon ministrin të futet në mbledhje",pol
"“Çfarë bëra unë që më përjashtove?”/ Bardhi “kapet” me Nikollën",pol
"Tensione në Konferencën e Kryetarëve,opozita nuk lejon të nisë mbledhja",pol
"”S’na ka votuar populli të hamë gjela deti”/Paralajmërimi i Korreshit: Grevë urie dhe..",pol
"Përplasjet në Parlament/ Analisti: Opozita po prodhon kriza artificiale, ja arsyeja",pol
"Kryebashkiaku i Kamzës paraqitet sot në SPAK, ja veprat për të cilat po kryhen hetime",pol
"“Është shumë pranë…”/ Haklaj zbulon “portat e ferrit” që po presin Metën dhe Kryemadhin",pol
"A do të bëjë kallëzim ndaj deputetit të PD-së?/ Reagon për herë të parë Vullnet Sinaj",pol
"Deputetët e Berishës dhe Bardhit mblidhen sërish në takim, ja çfarë pritet të ndodhë",pol
"Dhuna në Parlament, socialistët do të kërkojnë përjashtimin e 7 deputetëve të Berishës",pol
"Deputeti demokrat pendohet për grushtin ndaj socialistit",pol
"A do t’i futet politikës? Ja si përgjigjet Argita Malltezi",pol
"Juristi “shpërthen” ndaj Ilir Meta/ Ka vrarë koka në vend, ai është lepurushe!",pol
"“Nuk jam Frroku, jam Gjini,” deputetët ngatërrohen në Komisionin e Ekonomisë",pol
"Berisha paralajmëron lëvizjen “drastike” brenda në parlament",pol
"Sot Kuvend, 23 deputetët e përjashtuan kërkojnë të jenë në seancë",pol
"Çfarë i bëri bashkë Bajram Begaj dhe Ramush Haradinaj?",pol
"Ku është Meta dhe Kryemadhi?/ Plasin memet në rrjet (FOTO)",pol
"“SPAK duhet mbështetur”/ Deputeti gjerman: Nuk takoj Berishën se ka akuza të rënda",pol
"“Do të kemi edhe burgosje…”, zbardhen porositë e Berishës në Kuvendin Kombëtar",pol
"Meta në SPAK/ Gazetarja jep DETAJE TRONDITËSE: Letërporosi nga SHBA edhe për…",pol
"“Opozita nuk është tre apo katër emra”/ Topi: ‘Berisha’, çështje e drejtësisë",pol
"Aludimet për arrestimin e tij/ Gazetari zbulon në cilin shtet europian ndodhet Meta",pol
"“Për ta qepur gojën..!”/ Braçe reagon ashpër pas intervistës së Berishës për mediat greke",pol
"Basha takim me zyrtarin e lartë të CDU: Brenda muajit Mars, PD do të…",pol
"“Jo vetëm Berisha”/ Gazetari zbulon emrin: Ky politikan i lartë mund të arrestohet",pol
"“SPAK bëri një autogol me Berishën”/ Duka zbulon nëse do të vijojë takimet me deputetët",pol
"Pse po tremben politikanët nga SPAK? Gazetari del me deklaratën e fortë",pol
"Si do të jetë e ardhmja e Berishës? Ja si përgjigjet analisti i njohur",pol
"Berisha në masë nga SPAK, Shkëlzen Berisha sulmon avokatin e i nxjerr postimin",pol
"Aksioni opozitar/ Berisha: Do përdorim çdo formë proteste, betejë pa kthim",pol
"Seanca për masën e sigurisë, Berisha nuk paraqitet sërish në GJKKO, çon avokatët",pol
"SPAK e pret në gjyq!/ Berisha u jep urdhër demokratëve: Tani ngrihuni, shpërndahuni",pol
"SPAK arrestime në nivele të larta, një tjetër politikan VIP drejt prangave",pol
"Do të jepte “llogari” në SPAK/ Berisha dërgon avokatin, vetë mban konferencë",pol
"“Na kanë vjedhur kohën”/ Gazetari paralajmëron fundin e Metës",pol
"Çështja “Berisha”/ Reagon Grida Duma: Nuk është vetëm betejë e drejtësisë",pol
"Reagon Këlliçi: Vendimi për Berishën është antikushtetues",pol
"Dhëndri në qeli, vetë s’del dot nga Shqipëria/ Berisha mbërrin në selinë blu",pol
"A do të flasë për akuzat e SPAK për Berishën?/ Bardhi njofton lëvizjen e radhës",pol
"‘Sille pasaportën mos bëj llafe’/ Çupi paralajmëron ditë edhe më të “zeza” për Berishën",pol
"Basha: 6 propozimet e PD-së për t’i dhënë fund sistemit të deformuar",pol
"“Mos u shqetësoni, Berisha nuk arratiset”/ Shehu: Një show ky, qe të kujton rrëgjimin",pol
"Kurti në prag të vizitës së diplomatëve: Nuk mund të kemi normalizim pa siguri",pol
"“Ndryshimi është si nata me ditën”/ Berisha: Basha fatkeqësi e opozitës",pol
"Frrok Çupi: Bashës i mjafton që PD të jetë parti e vogël, kush mbështet Berishën…",pol
"“Ju të merrni edhe jetën”/ Deputeti i PS përplaset me Nokën: E bëre baltë fare!",pol
"Bllokimi i seancës/ Roland Bejko shpërthen ndaj Berishës: Po lufton me mullinjtë e erës",pol
"“Po përgatitemi”/ Berisha paralajmëron protesta dhe greva",pol
"Bllokuan nisjen e seancës plenare, përjashtohen 26 deputetë të PD-së nga Kuvendi (EMRAT)",pol
"Opozita blloko kuvendin/ Reagon kreu i grupit të PS: Shfaqje e shëmtuar",pol
"Bardhi shpjegon aryset/ Ja pse opozita bllokoi sot seancën parlamentare",pol
"Kaos në Kuvend, mbyllet seanca/ Socialistët ikin, demokratët nuk dalin nga salla",pol
"Reforma zgjedhore/ Alibeaj zbardh propozimet: PD e gatshme për një kod të ri…",pol
"VIDEO/ Deputetët e opozitës pushtojnë Kuvendin, nuk lejojnë nisjen e seancës plenare",pol
"Berisha: Rama me një seri vendimesh defakto bën të paqenë opozitën në parlament",pol
"Sulmet në veri/ Begaj me homologun kroat: Të dënohen, dialogu është e vetmja rrugë",pol
"Plas sherri mes PD dhe PS në komisionet parlamentare",pol
"Gazetari plas ‘bombën’: Sa të jetë Macron në pushtet, s’ka integrim për Shqipërinë në BE",pol
"Macron i ‘tërheq veshin’ Serbisë nga Tirana",pol
"Shqipëria është ankoruar në Europë, 600 mln € investim nga Franca deri në vitin 2027",pol
"Mungoi në Samitin e Berlinit/ Macron vjen nesër në Tiranë, zbardhet axhenda",pol
"Samiti në Tiranë/ Zeka: Kurti ka mbjellë urrejtje ndaj qeverisë shqiptare",pol
"“O babai i Kombit”/ Abazoviçi i thur lavde Ramës: Ma i miri i tanve (VIDEO)",pol
"Mitsotakis “kërcënon” nga Tirana: Shpresoj ta zgjidhim miqësisht çështjen “Beleri”",pol
"Me motive nga Ballkani, grupet folklorike gati për pritjen e ‘kokave’ të BE-së",pol
"Detaje nga Samiti i Procesit të Berlinit/ Macron-it i akordohet titulli i veçantë",pol
"Sot samiti i Berlinit në Tiranë/ Mitsotakis do të kërkojë betimin e Belerit",pol
"Edi Rama: Jemi të bekuar që rrethohemi nga BE-ja",pol
"Basha vazhdon turin nëpër qytetet e Shqipërisë, takim me qytetarët e Burrelit",pol
"“Selam Sali!”/ Spiropali: Je delenxhiu i shqipes, jo tradhtar",pol
"Bardhi takim me deputetët e Berishës, zbardhen detaje nga mbledhja",pol
"“Opozita është e shkatërruar komplet”/ Kokalari: Berishën po e dëmton Meta",pol
"Lulzim Basha përjashton nga PD Gazment Bardhin",pol
"Bardhi thumbon Bashën: Ambicia politike e tij arrin deri aty sa humb çdo vlerë njerëzore",pol
"PS “hakmerret” ndaj PD-së, i  përjashton tetë deputetë",pol
"Macron viziton së shpejti Shqipërinë (Data)",pol
"Mungoi në foton familjare të ministerialit/ Daçiç: Ja arsyeja pse u largova",pol
"“Të ecim bashkë drejt rrugës së BE”/Baerbock në Tiranë:Ka ardhur koha të mbajmë premtimet",pol
"Manjani: Nëse do ekzistonte një garë, Basha do ishte ‘kryeministri i neverisë’",pol
"“Po të mos kishte konflikte do ishim më të fortë”/Sula: Basha dhe Berisha molla e sherrit",pol
"“Lajm i mirë për Shqipërinë”/ Oliver Varhelyi: Anëtarësimi në BE po ndodh",pol
"Dashnor Sula shkon me bukë në parlament/ Rritja e pensioneve e turpshme",pol
"Bardhi: Jeta u rrezikohet prokurorëve, Bashës i vihet punonjës garde për ta ruajtur",pol
"Mbledhje për të katërtën herë, gazetari i njohur zbardh detajet nga takimi Berisha-Bardhi",pol
"Berisha takim me deputetët e Rithemelimit dhe grupin e Bardhit, ja fokusi i diskutimeve",pol
"“Përjashtimi” i 11 deputetëve/ Paloka: Basha personazhi më qesharak në 30 vitet e fundit",pol
"Austria nxjerr pikat kyçe  për integrimin e Shqipërisë",pol
"Braho plas BOMBËN: SPAK do fundosë një tjetër ministër, ja pse Berisha sulmon Prokurorinë",pol
"Beleri kërkesë nga qelia: Më lejoni të betohem si kryebashkiak i Himarës!",pol
"Rënia e popullsisë/ Adriatik Lapaj: Shqipëria do bëhet, njerëzit po e vrasin frikën",pol
"Bushati me tone të forta për Kosovën: Shqipërisë nuk i takon t’i shkelë syrin Beogradit",pol
"Berisha e Meta nën hetim?/ Juristja: SHBA i ka dhënë mbështetje SPAK-ut",pol
"Zbardhet rezoluta e propozuar nga Bardhi për Kosovën (Dokumenti i plotë)",pol
"E bujshme! Analisti zbulon shtetin ku është arratisur Arben Ahmetaj",pol
"Çështja Beleri/ Idrizi zbulon arsyen: Ja pse gjykata nuk e liron nga burgu",pol
"“Vendimi i Bashës mashtrim publik”/Gjekmarkaj: Deputetë e përjashtuar kishin ikur me kohë",pol
"Ndryshime në qeverinë e Ramës, zbardhet vendimi i fundit",pol
"Braktisi Lulin për Saliun? Bardhi: Në takime ka qenë i ftuar dhe Basha",pol
"PS fiton thellë në Kukës, Kadilli: Berisha të hapë krahun se mori në qafë opozitën",pol
"Të premten mblidhet Konferenca e Kryetarëve/ Kuvendi njeh si kryetar grupi të PD Bardhin",pol
"Gazetari plas skandalin, ja çfarë po ndodh në televizionin e Berishës",pol
"Nga bashkëpunimi me Berishën te aksioni opozitar/ Meta: Jemi gjithmonë në vijën e parë",pol
"Për kë bëhet fjalë?/ Gazetari plas ‘bombën’: Një video erotike në Bashkinë e…",pol
"Basha akuzon Serbinë: Skenar sekret për të marrë nën kontroll veriun e Kosovës",pol
"Vdekja e ish-Presidentit Napolitano/ Veliaj: Mik dhe mbështetës i përhershëm",pol
"”Shqiptarët nuk harrojnë të shkuarën”/Humbja në Kukës, Gupi: Berisha e mori përgjigjen",pol
"Humbjet e opozitës në zgjedhje/Reagon Meta: Këto zgjedhje duhet të shtohen në librin e zi",pol
"Humbi zgjedhjet në Kukës/ Emri Vata, mesazh qytetarëve",pol
"“Bashkia e Fundit”, mbyllen votimet në Kukës!",pol
"Gara elektorale në Kukës/ Voton kandidati i koalicionit ‘Bashkë Fitojmë’",pol
"Zgjedhjet e pjesshme në Kukës, ja sa qytetarë kanë votuar deri në këto momente",pol
"Nis votimi në Kukës, procesi vijon normalisht në 74 qendra votimi",pol
"Nis procesi i votimit në Kukës, 46 mijë qytetarë do të zgjedhin kryebashkiakun",pol
"Kukësi voton sot për kryebashkiakun e ri/ Albert Halilaj përballë Emri Vata",pol
"Fluksi i turistëve në Shqipëri/ Spiropali: Nuk ishte rastësi, sfida për mazhorancën…",pol
"Idrizi plas “Bombën”: Nëse opozita vijon me Belerin, në 2025 dalim vetëm në zgjedhje",pol
"“Do ta hash o trim”/ Plas debati mes Bledi Manes dhe Lapaj, gazetari: Ta grisa…",pol
"Klosi takim me strukturat e PS në Fier, i pranishëm edhe Balla, ja çfarë u diskutua",pol
"“Kujdes kur rri me non grata”, ambasada e SHBA dhe BE mesazh Bardhit",pol
"“Lufta” verbale në OKB me Rusinë/ Çupi: Çfarë dëshmoi Rama në fjalimin e tij",pol
"“Do isha gati të 10-fishoja pensionet”/ Spiropali: Shqipëria ka kushte modeste",pol
"Dashamir Shehi, kreu i ri i grupit të “Aleancës për Ndryshim”",pol
"Korreshi shkon me bukë misri dhe kos në Parlament: Kaq mund të hanë pensionistët",pol
"Bardhi letër Nikollës, ja çfarë i kërkon për seancën e sotme",pol
"Kush e financon lëvizjen ”Shqipëria Bëhet”?/ Flet Adriatik Lapaj",pol
"Sot Parlament, çfarë do të diskutohet në seancë plenare",pol
"Debate në KS, përfaqësuesi rus: Takimi i sotëm, spektakël! Rama: Mos provoko!",pol
"“Plas” mes demokratëve në Konferencën e kryetarëve/ Açka braktis mbledhjen (ARSYEJA)",pol
"Gazetari zbulon skenarin e errët të Berishës: Po përdor Belerin për të sulmuar…",pol
"Zhvlerësimi i euros/ Meta: Krizë është provokuar nga flukset e parave të pista",pol
"A do të bashkëpunojë me Lulzim Bashën? Ja si pergjigjet Meta",pol
"“Bardhi figurë komike”/ Gazetari: E bën vetëm të jetë në listën e Berishës për deputet",pol
"Nga Berisha, Basha, Rama dhe Meta, ja çfarë thotë Adriatik Lapaj për figurat politike",pol
"“Berisha po lufton për familjen”/ Gazetari: PD po humb njeriun që e themeloi",pol
"“Duhet larguar Berisha e berishizmi”/Bejko: PD s’do bashkohet kurrë me Foltoren",pol
"Ahmetaj nuk ndalet, ja vendimi që ka marrë nga arratia",pol
"“Shqipëria bëhet”! Adriatik Lapaj prezanton zyrtarisht lëvizjen e re politike",pol
"”Shqipëria ndodhet para një rreziku të madh”/Çupi: Ja çfarë fshihet pas dosjes “Beleri”",pol
"“Feja dhe etnia në pikëpyetje”/ Gazetari zbulon arsyen e fortë pse do të dështojë Censi",pol
"Miratohet drafti për rikthimin  e lojërave të fatit online",pol
"Çuçi mbledh grupin e PS-së: Ahmetaj do të zëvëndësohet kur t’i mbarojë mandati",pol
"Pak ditë para zgjedhjeve, tryeza Bardhi-Berisha do të mblidhet të martën në Kukës",pol
"Beleri në burg për blerje votash/ Mitsotakis: Ndalimi i betimit problem",pol
"“Nano mbështetësi im kryesor”/Ish-ministri socialist: I uroj shërim të shpejtë",pol
"Rrugët që (nuk) të çojnë në BE",pol
"Ironizon juristi: Të shohim sa do fitojë Bardhi me Berishën në Kukës",pol
"Një tjetër subjekt politik në Shqipëri/ Adriatik Lapaj formon parti",pol
"Marrëveshje Shqipëri-BE për  aktivitetet operacionale të FRONTEX",pol
"Çështja “Beleri”/ Idrizi: Jam në opozitë, por mbështes Ramën",pol
"Ngjela plas deklaratën: Beleri i rrezikshëm, me veprimtari antishqiptare të tmerrshme",pol
"Kreu i Grupit Parlamentar, Basha  vendos Açkën, Bardhi sulmon Nikollën",pol
"Plas sherri në Kuvend/Bardhi kapet keq me Nikollën: Basha ka qenë dhe është kryetari i PD",pol
"Morën miratimin e Kuvendit, Ibrahimaj dhe Mete betohen sot para Presidentit Begaj",pol
"“Unë jam mjek”/ Berisha i jep këshilla Spiropalit: Elisa, ky kompleks ndodh…",pol
"Braçe thumbon Belerin, i bën thirrje Greqisë:Të njihen sigurimet shoqërore për shqiptarët",pol
"Sot seanca parlamentare, çfarë pritet të ndodhë",pol
"Procesi i Berlinit, Tirana mirëpret sot Ministerialin e Ministrave të Brendshëm",pol
"Procesi i Berlinit/ Ministri grek zbarkon sot në Tiranë, zbardhet axhenda",pol
"Emigracioni ilegal/ Balla  pret ministrin britanik",pol
"Takimi Kurti-Vuçiç në Bruksel,  pak mundësi për marrëveshje",pol
"“Draftin e kemi gati”/ Çuçi tregon prioritetet e PS për sesionin e ri",pol
"“Leksione Shqipërisë për minoritetet nuk i jep dot asnjë vend”/ Rama: Jam shumë krenar",pol
"Çështja ‘Beleri’/ Reagon sërish DASH: Presim që të respektohen ligjet e vendit",pol
"Shëndetësia dhe diplomacia  “premtojnë” reforma",pol
"U votuan të hënën në kuvend, betohen para presidentit 5 ministrat e rinj",pol
"Presidenti Begaj: Sfidat e Ballkanit Perëndimor janë të njejta",pol
"Bashkëpunëtor me Bashën/ Kulluri shpjegon pse u rikthye te PD-ja",pol
"Pse po vetshkatërrohet opozita?/ Çupi zbërthen situatën brenda PD-së",pol
"”Berisha mban shumë kusure dhe mëkate mbi kurriz”/ Spiropali: Ka frikë nga SPAK",pol
"Kampion për emigracionin/ Meta: Kukësi nuk ka nevojë për fasada",pol
"“Rënia e euros”/ Eksperti i ekonomisë: Berisha po bën luftë për interesa personale",pol
"Begaj niset drejt Maqedonisë së Veriut, merr pjesë në samitin e Procesit Brdo Brijuni",pol
"Nga Ori Nebiaj tek…./ Zbardhet LISTA me emrat e 30 kandidatëve për kryesinë e PD",pol
"Bardhi: S’e njohim Kuvendin Kombëtar të Bashës, s’ishin anëtarë të Kuvendit të PD-së",pol
"Çfarë nuk u pa nga takimi i “pajtimit”/ Nga 23 minutat e Berishës, te hezitimi i Bardhit",pol
"Balla takim ‘kokë më kokë’ me ambasadorin Soreca/ Zbardhen detaje nga biseda",pol
"Kreu i NATO-s: Shmangia e  konfliktit është thelbësore",pol
"KAS rrëzon kërkesën e Berishës për t’u regjistruar në zgjedhjet në Kukës",pol
"Bardhi ndryshon mendje/ “Bashkimi me Berishën, hap pozitiv”",pol
"Pse Basha ka më shumë fuqi se Berisha sot!/ Flet avokati i njohur",pol
"“Hiq Lenën, vër Prenën”/ Meta ironizon ndryshimet në qeveri",pol
"Çfarë ndodhi? Bardhi refuzon ftesën e Berishës",pol
"Analisti: Kjo që ndodhi në PD s’ka ndodhur as në Afrikë, u rrahën me shkopinj",pol
"Gazetari: Ja çfarë kërkon Greqia përmes Belerit nga Shqipëria!",pol
"Përfundon mbledhja e thirrur nga Bardhi, zbardhet vendimi që morën deputetët",pol
"Mbledhja Berisha – Bardhi/ Çupi: PD, si një frut i kalbur, po ndodh procesi i “zhveshjes”",pol
"Presidentja Vjosa Osmani nderohet në Berat, merr titullin e lartë “Patron i Kalasë”",pol
"Dije u përplas me Bashën, Bardhi ndryshon kah, zhvillon sot takim me Berishën (DETAJE)",pol
"Ndryshimet në Qeveri/ Ministrat e rinj pritet të shkojnë për dekret në Presidencë (EMRAT)",pol
"Gazetari del me paralajmërimin e fortë: Do të ketë arrestime të bujshme nga opozita…",pol
"Dita e dytë e vizitës së presidentes Osmani në Shqipëri, zbardhet agjenda",pol
"Kulluri e zbulon për herë të parë: Ja pse u bashkova me Lulzim Bashën",pol
"Ngërçi i PD/ Gjekmarkaj: Duhet lider i ri, përtej Bashës dhe Berishës",pol
"Qafoku: Dy ministret që Rama duhet t’i heqë patjetër!",pol
"Takimi me Ramën/ Presidentja e Kosovës: Biseduan rreth aspiratës së përbashkët evropiane",pol
"“Mos u çudisni kur të vetëshpallet edhe mbret i Anglisë”/ Bardhi ironizon Bashën",pol
"Pas shkarkimit si ministër, Çuçi prezantohet si kreu i grupit parlamentar të PS",pol
"Pas një vere “të nxehtë”, nis sot sesioni parlamentar/ PD rikthehet e ndarë në tre kampe",pol
"“Basha u distancua”/ Kadilli: Tre pikat që e dallojnë grupin e Bashës nga të Berishës",pol
"Beteja Berisha-Basha/ Gazetari: Pas shumë fitoreve të përbashkëta…",pol
"Rikthimi i Bashës/ Analisti: Mund të kërkojë aleancë me pushtetin",pol
"Grupi i Bardhit drejt bashkimit me Berishën? Gazetari zbulon prapaskenat",pol
"Kuvendi i PD-së miratoi Bashën kryetar grupi/ Sula: Qesharak sa herë del në publik",pol
"Kuvendi Kombëtar i PD-së, miratohet komisioni i punimeve, ja përbërja",pol
"“Valle delikate mes të vërtetës”/ Dervishi: Nën drejtimin e Nanos PS ishte më demokratike",pol
"Lufta për deputetët/ Prapaskenat e negociatave Berisha-Bardhi",pol
"Sezoni i ri politik/ Bardhi kërkon unifikim të PD-së, PS me sytë nga 2030",pol
"“Nuk u kthye më në PS”/ Malaj rrëfen bisedat me Nanon: Në 98-n…",pol
"Fatos Nano, politikani modern i një kohe primitive",pol
"Juristi zbulon prapaskenat: Ata që kërcënojnë Dumanin, kanë probleme me SHBA",pol
"”PD një biznes familjar”/ Sula: Po keqpërdoret sakrifica e demokratëve",pol
"Kuvendi i PD-së/ Zekthi: Bardhi s’ka nevojë për ftesë",pol
"Basha takim me këshilltarët bashkiakë të PD/ Numrat e mëdhenj nuk i shërbejnë qytetarëve",pol
"Të dhënat personale në rrezik, Berisha thirrje për protestë",pol
"“Gara” për bashkinë e Kukësit/ Del LISTA e kandidatëve për Primaret në PD e Berishës",pol
"KAS rrëzon Bashën/ Ilir Meta merr komisionerët e Partisë Demokratike",pol
"Beleri u la në burg, Ministria e Jashtme greke: Vendimi i gjykatës në kundërshtim me…",pol
"Ilir Beqaj reagon për koncensionin e sterilizimit: Rrapajn dhe Staccini i njoha…",pol
"“Motra e Shqipërisë me vëllain e Italisë”/ Rama poston fotot me Melonin nga pushimet",pol
"Beleri bëhët “luan” në burg, fton Ramën në “duel deklaratash”",pol
"Shpëtim Idrizi zbulon lojën e fshehtë/ Beleri u zgjodh për të rikthyer tensionet",pol
"Meloni të hënën në Vlorë/ Vizitë private, e ftuar nga Rama",pol
"Deputeti grek kërkon lirimin e Belerit/ Acarohen marrëdhëniet Shqipëri-Greqi",pol
"Emërohet administrator i shtetit/  Bashkitë debitore prej tre muajsh",pol
"Ministri grek anuloi takimin me Ballën, zbardhet biseda mes zyrtarëve të Policisë",pol
"Miratohet rezultati i zgjedhjeve të 14 Majit/ Kush votoi kundër",pol
"Humbja e 14 majit/ Berisha: 40 ditë diskutime nëpër degë për zgjedhjet lokale",pol
"Berisha: Nuk kam komunikuar kurrë drejtpërdrejt me Ahmetajn, po të dojë të më shkruajë",pol
"Çështja Beleri/ Zyrtari grek i KE letër Varhelyit: Shqipëria duhet të përballet me pasoja",pol
"Çfarë po ndodh në PS?/ Analisti: Mund të ketë zgjedhje të parakohshme",pol
"Rikthimi i Bashës/ Kulluri: PD të heqi fjalën “fitore” nga fjalori",pol
"Nga do anojë peshorja?/ Analisti: Foltorja do zvogëlohet, PD zyrtare do rritet",pol
"Rikthimi i Bashës/ Lubonja: Vdekje fatale e çdo ideje demokracie",pol
"Berisha mbledh Këshillin Kombëtar më 4 gusht, çfarë do të diskutohet",pol
"Basha, takim me drejtuesit e PD-së në Durrës: Nisim riorganizimin e partisë",pol
"Euro në “pikiatë”/ Tabaku: Kambanë alarmi që po bie mbi çdo shqiptar",pol
"“Nuk e njohim Bashën si kryetar”/ Sula: S’mund t’i besosh dikujt që ka humbur pesë herë",pol
"Zgjedhjet në PD/ Humbësi i përhershëm që fiton gjithmonë",pol
"Pas rikonfirmimit si kryetar i PD zyrtare, Basha bën mbledhjen e parë",pol
"Konfirmimi i Bashës në krye të PD-së/ Analisti: Është kthimi i shpresës te demokratët",pol
"”PD do të shkojë drejt copëtimeve”/ Elezi: Berisha dhe Basha kanë të njëjtin qëllim",pol
"Zgjedhjet për kreun e PD, ja sa ka qenë pjesëmarrja e votuesve deri në orën 11:30",pol
"Balla 7 rregulla policëve/ Zbardhet Kodi i Etikës vendosur në hyrje të komisariateve",pol
"Balla: Fenomeni i ecjes me shpejtësi në zona të banuara do të marrë gjithmonë ndëshkim",pol
"Zgjedhjet në PD/ Hani sulmon Bardhin: Vendimi jot i pavlerë",pol
"Gati fletë-arrestet/ Ish-deputeti: Priten arrestime të tjera për aferën e inceneratorëve",pol
"Zgjedhjet për kreun e ri të PD-së/ Si paraqitet pjesëmarrja e demokratëve në votime",pol
"Betejë e vështirë/ Zgjedhjet në PD, Açka: S’duhet votuar emri, por ndarja nga tranzicioni",pol
